method,query_id,doc_id,latency_ms
cross-encoder,PLAIN-613,MED-4687,25.37
cross-encoder,PLAIN-623,MED-1674,29.39
cross-encoder,PLAIN-623,MED-4880,30.43
cross-encoder,PLAIN-623,MED-4515,22.72
cross-encoder,PLAIN-623,MED-4848,18.1
cross-encoder,PLAIN-623,MED-1374,10.67
cross-encoder,PLAIN-623,MED-5200,23.79
cross-encoder,PLAIN-623,MED-4854,26.33
cross-encoder,PLAIN-623,MED-5207,16.28
cross-encoder,PLAIN-623,MED-4347,26.21
cross-encoder,PLAIN-623,MED-5267,23.79
cross-encoder,PLAIN-623,MED-4744,23.93
cross-encoder,PLAIN-623,MED-825,21.0
cross-encoder,PLAIN-623,MED-1454,19.11
cross-encoder,PLAIN-623,MED-3399,24.1
cross-encoder,PLAIN-623,MED-2260,17.95
cross-encoder,PLAIN-623,MED-2459,20.59
cross-encoder,PLAIN-623,MED-3434,18.31
cross-encoder,PLAIN-623,MED-4629,22.22
cross-encoder,PLAIN-623,MED-4993,26.96
cross-encoder,PLAIN-623,MED-2458,26.73
cross-encoder,PLAIN-634,MED-1378,21.91
cross-encoder,PLAIN-634,MED-4619,20.4
cross-encoder,PLAIN-634,MED-10,23.02
cross-encoder,PLAIN-634,MED-14,22.71
cross-encoder,PLAIN-634,MED-118,28.12
cross-encoder,PLAIN-634,MED-301,22.73
cross-encoder,PLAIN-634,MED-306,22.0
cross-encoder,PLAIN-634,MED-329,18.14
cross-encoder,PLAIN-634,MED-330,22.68
cross-encoder,PLAIN-634,MED-332,23.98
cross-encoder,PLAIN-634,MED-334,25.48
cross-encoder,PLAIN-634,MED-335,24.11
cross-encoder,PLAIN-634,MED-398,22.5
cross-encoder,PLAIN-634,MED-557,25.91
cross-encoder,PLAIN-634,MED-666,24.22
cross-encoder,PLAIN-634,MED-691,22.14
cross-encoder,PLAIN-634,MED-692,22.32
cross-encoder,PLAIN-634,MED-702,23.59
cross-encoder,PLAIN-634,MED-706,20.8
cross-encoder,PLAIN-634,MED-707,24.69
cross-encoder,PLAIN-645,MED-10,23.93
cross-encoder,PLAIN-645,MED-14,24.4
cross-encoder,PLAIN-645,MED-118,30.6
cross-encoder,PLAIN-645,MED-301,20.25
cross-encoder,PLAIN-645,MED-306,18.31
cross-encoder,PLAIN-645,MED-329,17.97
cross-encoder,PLAIN-645,MED-330,19.34
cross-encoder,PLAIN-645,MED-332,15.78
cross-encoder,PLAIN-645,MED-334,19.66
cross-encoder,PLAIN-645,MED-335,24.54
cross-encoder,PLAIN-645,MED-398,19.0
cross-encoder,PLAIN-645,MED-557,24.65
cross-encoder,PLAIN-645,MED-666,18.84
cross-encoder,PLAIN-645,MED-691,22.56
cross-encoder,PLAIN-645,MED-692,22.39
cross-encoder,PLAIN-645,MED-702,25.99
cross-encoder,PLAIN-645,MED-706,23.54
cross-encoder,PLAIN-645,MED-707,26.02
cross-encoder,PLAIN-645,MED-708,26.36
cross-encoder,PLAIN-645,MED-709,21.75
cross-encoder,PLAIN-660,MED-3584,23.78
cross-encoder,PLAIN-660,MED-3138,21.67
cross-encoder,PLAIN-660,MED-1880,29.05
cross-encoder,PLAIN-660,MED-2140,23.62
cross-encoder,PLAIN-660,MED-3136,19.48
cross-encoder,PLAIN-660,MED-2141,10.91
cross-encoder,PLAIN-660,MED-4991,21.31
cross-encoder,PLAIN-660,MED-2147,14.6
cross-encoder,PLAIN-660,MED-2144,17.72
cross-encoder,PLAIN-660,MED-5079,23.87
cross-encoder,PLAIN-660,MED-2010,18.75
cross-encoder,PLAIN-660,MED-2085,26.35
cross-encoder,PLAIN-660,MED-3141,25.24
cross-encoder,PLAIN-660,MED-2570,32.04
cross-encoder,PLAIN-660,MED-3894,26.43
cross-encoder,PLAIN-660,MED-719,24.18
cross-encoder,PLAIN-660,MED-724,22.55
cross-encoder,PLAIN-660,MED-2150,21.12
cross-encoder,PLAIN-660,MED-875,21.83
cross-encoder,PLAIN-660,MED-4165,22.6
cross-encoder,PLAIN-671,MED-4857,17.37
cross-encoder,PLAIN-671,MED-2677,36.35
cross-encoder,PLAIN-671,MED-4602,21.0
cross-encoder,PLAIN-671,MED-957,28.68
cross-encoder,PLAIN-671,MED-10,22.01
cross-encoder,PLAIN-671,MED-14,24.71
cross-encoder,PLAIN-671,MED-118,26.86
cross-encoder,PLAIN-671,MED-301,22.44
cross-encoder,PLAIN-671,MED-306,22.52
cross-encoder,PLAIN-671,MED-329,24.99
cross-encoder,PLAIN-671,MED-330,22.44
cross-encoder,PLAIN-671,MED-332,17.77
cross-encoder,PLAIN-671,MED-334,19.85
cross-encoder,PLAIN-671,MED-335,19.23
cross-encoder,PLAIN-671,MED-398,21.19
cross-encoder,PLAIN-671,MED-557,24.9
cross-encoder,PLAIN-671,MED-666,21.36
cross-encoder,PLAIN-671,MED-691,17.05
cross-encoder,PLAIN-671,MED-692,19.43
cross-encoder,PLAIN-671,MED-702,29.44
cross-encoder,PLAIN-681,MED-5017,26.48
cross-encoder,PLAIN-681,MED-4030,19.61
cross-encoder,PLAIN-681,MED-2383,16.53
cross-encoder,PLAIN-681,MED-4286,21.6
cross-encoder,PLAIN-681,MED-4300,18.17
cross-encoder,PLAIN-681,MED-2595,22.3
cross-encoder,PLAIN-681,MED-4292,22.51
cross-encoder,PLAIN-681,MED-2597,21.09
cross-encoder,PLAIN-681,MED-4314,17.55
cross-encoder,PLAIN-681,MED-4707,24.4
cross-encoder,PLAIN-681,MED-4295,27.41
cross-encoder,PLAIN-681,MED-2381,21.12
cross-encoder,PLAIN-681,MED-1499,20.69
cross-encoder,PLAIN-681,MED-4646,22.34
cross-encoder,PLAIN-681,MED-1393,21.94
cross-encoder,PLAIN-681,MED-4706,24.29
cross-encoder,PLAIN-681,MED-4345,24.17
cross-encoder,PLAIN-681,MED-2380,22.97
cross-encoder,PLAIN-681,MED-2150,18.95
cross-encoder,PLAIN-681,MED-1381,21.69
cross-encoder,PLAIN-691,MED-4909,22.48
cross-encoder,PLAIN-691,MED-2263,20.69
cross-encoder,PLAIN-691,MED-2791,29.81
cross-encoder,PLAIN-691,MED-4454,26.84
cross-encoder,PLAIN-691,MED-4390,33.4
cross-encoder,PLAIN-691,MED-885,20.17
cross-encoder,PLAIN-691,MED-2265,22.97
cross-encoder,PLAIN-691,MED-3209,29.55
cross-encoder,PLAIN-691,MED-928,28.66
cross-encoder,PLAIN-691,MED-2068,23.98
cross-encoder,PLAIN-691,MED-5131,22.55
cross-encoder,PLAIN-691,MED-2607,22.89
cross-encoder,PLAIN-691,MED-3922,20.81
cross-encoder,PLAIN-691,MED-5095,24.68
cross-encoder,PLAIN-691,MED-4318,24.22
cross-encoder,PLAIN-691,MED-2235,20.25
cross-encoder,PLAIN-691,MED-4320,19.78
cross-encoder,PLAIN-691,MED-3479,22.58
cross-encoder,PLAIN-691,MED-2830,23.46
cross-encoder,PLAIN-691,MED-3986,29.44
cross-encoder,PLAIN-701,MED-3720,21.9
cross-encoder,PLAIN-701,MED-2280,32.83
cross-encoder,PLAIN-701,MED-2922,23.98
cross-encoder,PLAIN-701,MED-3721,20.17
cross-encoder,PLAIN-701,MED-917,24.38
cross-encoder,PLAIN-701,MED-2085,25.97
cross-encoder,PLAIN-701,MED-2926,22.18
cross-encoder,PLAIN-701,MED-5078,28.49
cross-encoder,PLAIN-701,MED-4302,22.09
cross-encoder,PLAIN-701,MED-1637,24.62
cross-encoder,PLAIN-701,MED-5137,20.5
cross-encoder,PLAIN-701,MED-1412,17.81
cross-encoder,PLAIN-701,MED-976,10.51
cross-encoder,PLAIN-701,MED-897,21.16
cross-encoder,PLAIN-701,MED-4905,20.62
cross-encoder,PLAIN-701,MED-4412,24.61
cross-encoder,PLAIN-701,MED-5208,23.93
cross-encoder,PLAIN-701,MED-4331,20.19
cross-encoder,PLAIN-701,MED-5156,25.48
cross-encoder,PLAIN-701,MED-1844,25.09
cross-encoder,PLAIN-711,MED-2077,17.06
cross-encoder,PLAIN-711,MED-1492,17.1
cross-encoder,PLAIN-711,MED-2523,21.73
cross-encoder,PLAIN-711,MED-5295,19.45
cross-encoder,PLAIN-711,MED-3520,21.25
cross-encoder,PLAIN-711,MED-2522,19.01
cross-encoder,PLAIN-711,MED-1192,18.48
cross-encoder,PLAIN-711,MED-3353,12.82
cross-encoder,PLAIN-711,MED-3021,29.73
cross-encoder,PLAIN-711,MED-2178,21.14
cross-encoder,PLAIN-711,MED-2166,27.3
cross-encoder,PLAIN-711,MED-5047,21.64
cross-encoder,PLAIN-711,MED-5290,23.69
cross-encoder,PLAIN-711,MED-2174,22.33
cross-encoder,PLAIN-711,MED-1862,20.99
cross-encoder,PLAIN-711,MED-5285,22.1
cross-encoder,PLAIN-711,MED-861,32.95
cross-encoder,PLAIN-711,MED-4658,25.76
cross-encoder,PLAIN-711,MED-3458,20.92
cross-encoder,PLAIN-711,MED-4736,21.53
cross-encoder,PLAIN-721,MED-4876,28.22
cross-encoder,PLAIN-721,MED-1282,28.58
cross-encoder,PLAIN-721,MED-1267,23.06
cross-encoder,PLAIN-721,MED-1287,18.96
cross-encoder,PLAIN-721,MED-1289,28.13
cross-encoder,PLAIN-721,MED-1284,20.27
cross-encoder,PLAIN-721,MED-1278,25.24
cross-encoder,PLAIN-721,MED-1274,27.15
cross-encoder,PLAIN-721,MED-1265,24.81
cross-encoder,PLAIN-721,MED-1290,9.88
cross-encoder,PLAIN-721,MED-1271,21.8
cross-encoder,PLAIN-721,MED-1268,29.25
cross-encoder,PLAIN-721,MED-1266,29.75
cross-encoder,PLAIN-721,MED-1279,19.54
cross-encoder,PLAIN-721,MED-1288,12.33
cross-encoder,PLAIN-721,MED-1272,22.38
cross-encoder,PLAIN-721,MED-1277,19.03
cross-encoder,PLAIN-721,MED-1283,25.4
cross-encoder,PLAIN-721,MED-10,20.85
cross-encoder,PLAIN-721,MED-14,22.29
cross-encoder,PLAIN-731,MED-1341,26.19
cross-encoder,PLAIN-731,MED-4722,21.05
cross-encoder,PLAIN-731,MED-1339,21.41
cross-encoder,PLAIN-731,MED-3229,19.68
cross-encoder,PLAIN-731,MED-1337,20.26
cross-encoder,PLAIN-731,MED-1340,22.48
cross-encoder,PLAIN-731,MED-5243,19.55
cross-encoder,PLAIN-731,MED-5253,23.21
cross-encoder,PLAIN-731,MED-4226,12.59
cross-encoder,PLAIN-731,MED-2989,20.81
cross-encoder,PLAIN-731,MED-3228,17.25
cross-encoder,PLAIN-731,MED-3193,24.92
cross-encoder,PLAIN-731,MED-3787,30.25
cross-encoder,PLAIN-731,MED-5145,23.15
cross-encoder,PLAIN-731,MED-5241,19.7
cross-encoder,PLAIN-731,MED-3227,27.67
cross-encoder,PLAIN-731,MED-2155,17.79
cross-encoder,PLAIN-731,MED-5244,18.26
cross-encoder,PLAIN-731,MED-1791,22.02
cross-encoder,PLAIN-731,MED-3215,22.0
cross-encoder,PLAIN-741,MED-4237,25.75
cross-encoder,PLAIN-741,MED-4236,20.23
cross-encoder,PLAIN-741,MED-4232,18.42
cross-encoder,PLAIN-741,MED-4231,19.54
cross-encoder,PLAIN-741,MED-4890,27.0
cross-encoder,PLAIN-741,MED-4234,18.31
cross-encoder,PLAIN-741,MED-4235,15.34
cross-encoder,PLAIN-741,MED-5176,25.12
cross-encoder,PLAIN-741,MED-3924,21.57
cross-encoder,PLAIN-741,MED-4230,17.85
cross-encoder,PLAIN-741,MED-2831,22.32
cross-encoder,PLAIN-741,MED-10,24.27
cross-encoder,PLAIN-741,MED-14,24.5
cross-encoder,PLAIN-741,MED-118,28.1
cross-encoder,PLAIN-741,MED-301,21.16
cross-encoder,PLAIN-741,MED-306,18.14
cross-encoder,PLAIN-741,MED-329,22.55
cross-encoder,PLAIN-741,MED-330,18.37
cross-encoder,PLAIN-741,MED-332,19.18
cross-encoder,PLAIN-741,MED-334,22.19
cross-encoder,PLAIN-751,MED-3135,24.33
cross-encoder,PLAIN-751,MED-3130,29.36
cross-encoder,PLAIN-751,MED-1457,27.51
cross-encoder,PLAIN-751,MED-1797,25.62
cross-encoder,PLAIN-751,MED-3129,19.52
cross-encoder,PLAIN-751,MED-2575,24.81
cross-encoder,PLAIN-751,MED-4142,20.91
cross-encoder,PLAIN-751,MED-2568,20.43
cross-encoder,PLAIN-751,MED-4698,18.61
cross-encoder,PLAIN-751,MED-5037,20.37
cross-encoder,PLAIN-751,MED-4807,29.89
cross-encoder,PLAIN-751,MED-1101,19.79
cross-encoder,PLAIN-751,MED-3482,17.56
cross-encoder,PLAIN-751,MED-4545,21.27
cross-encoder,PLAIN-751,MED-3885,19.44
cross-encoder,PLAIN-751,MED-3886,30.55
cross-encoder,PLAIN-751,MED-5333,28.0
cross-encoder,PLAIN-751,MED-3721,23.08
cross-encoder,PLAIN-751,MED-3172,22.23
cross-encoder,PLAIN-751,MED-3890,27.36
cross-encoder,PLAIN-761,MED-3797,16.67
cross-encoder,PLAIN-761,MED-3800,17.28
cross-encoder,PLAIN-761,MED-666,21.76
cross-encoder,PLAIN-761,MED-3795,27.21
cross-encoder,PLAIN-761,MED-1667,24.91
cross-encoder,PLAIN-761,MED-3944,21.59
cross-encoder,PLAIN-761,MED-1006,24.03
cross-encoder,PLAIN-761,MED-3664,23.76
cross-encoder,PLAIN-761,MED-3506,21.91
cross-encoder,PLAIN-761,MED-4127,22.85
cross-encoder,PLAIN-761,MED-4103,24.68
cross-encoder,PLAIN-761,MED-3513,20.59
cross-encoder,PLAIN-761,MED-2802,25.94
cross-encoder,PLAIN-761,MED-3512,27.05
cross-encoder,PLAIN-761,MED-1663,25.62
cross-encoder,PLAIN-761,MED-4855,19.03
cross-encoder,PLAIN-761,MED-1009,20.37
cross-encoder,PLAIN-761,MED-2827,24.8
cross-encoder,PLAIN-761,MED-1657,27.72
cross-encoder,PLAIN-761,MED-3658,25.08
cross-encoder,PLAIN-771,MED-3386,21.68
cross-encoder,PLAIN-771,MED-3387,24.94
cross-encoder,PLAIN-771,MED-3385,22.62
cross-encoder,PLAIN-771,MED-10,24.29
cross-encoder,PLAIN-771,MED-14,22.1
cross-encoder,PLAIN-771,MED-118,21.98
cross-encoder,PLAIN-771,MED-301,20.19
cross-encoder,PLAIN-771,MED-306,20.67
cross-encoder,PLAIN-771,MED-329,25.71
cross-encoder,PLAIN-771,MED-330,19.93
cross-encoder,PLAIN-771,MED-332,20.57
cross-encoder,PLAIN-771,MED-334,25.83
cross-encoder,PLAIN-771,MED-335,24.58
cross-encoder,PLAIN-771,MED-398,19.72
cross-encoder,PLAIN-771,MED-557,21.16
cross-encoder,PLAIN-771,MED-666,25.03
cross-encoder,PLAIN-771,MED-691,19.24
cross-encoder,PLAIN-771,MED-692,26.88
cross-encoder,PLAIN-771,MED-702,29.41
cross-encoder,PLAIN-771,MED-706,26.99
cross-encoder,PLAIN-782,MED-1055,21.48
cross-encoder,PLAIN-782,MED-1248,15.91
cross-encoder,PLAIN-782,MED-2208,26.28
cross-encoder,PLAIN-782,MED-3056,25.48
cross-encoder,PLAIN-782,MED-1811,26.24
cross-encoder,PLAIN-782,MED-880,24.22
cross-encoder,PLAIN-782,MED-713,26.17
cross-encoder,PLAIN-782,MED-3209,25.3
cross-encoder,PLAIN-782,MED-3987,23.17
cross-encoder,PLAIN-782,MED-1623,29.28
cross-encoder,PLAIN-782,MED-940,25.1
cross-encoder,PLAIN-782,MED-720,19.68
cross-encoder,PLAIN-782,MED-3920,19.89
cross-encoder,PLAIN-782,MED-2787,27.04
cross-encoder,PLAIN-782,MED-4959,18.26
cross-encoder,PLAIN-782,MED-2449,22.36
cross-encoder,PLAIN-782,MED-2894,26.75
cross-encoder,PLAIN-782,MED-4390,27.77
cross-encoder,PLAIN-782,MED-2994,11.04
cross-encoder,PLAIN-782,MED-2617,24.19
cross-encoder,PLAIN-792,MED-4546,28.58
cross-encoder,PLAIN-792,MED-4958,27.88
cross-encoder,PLAIN-792,MED-4547,22.91
cross-encoder,PLAIN-792,MED-10,23.99
cross-encoder,PLAIN-792,MED-14,23.03
cross-encoder,PLAIN-792,MED-118,24.77
cross-encoder,PLAIN-792,MED-301,23.14
cross-encoder,PLAIN-792,MED-306,23.25
cross-encoder,PLAIN-792,MED-329,21.12
cross-encoder,PLAIN-792,MED-330,21.38
cross-encoder,PLAIN-792,MED-332,20.69
cross-encoder,PLAIN-792,MED-334,22.3
cross-encoder,PLAIN-792,MED-335,25.72
cross-encoder,PLAIN-792,MED-398,24.7
cross-encoder,PLAIN-792,MED-557,29.58
cross-encoder,PLAIN-792,MED-666,25.66
cross-encoder,PLAIN-792,MED-691,18.39
cross-encoder,PLAIN-792,MED-692,17.98
cross-encoder,PLAIN-792,MED-702,30.62
cross-encoder,PLAIN-792,MED-706,25.54
cross-encoder,PLAIN-806,MED-4996,25.34
cross-encoder,PLAIN-806,MED-2138,19.23
cross-encoder,PLAIN-806,MED-2519,22.22
cross-encoder,PLAIN-806,MED-3273,24.18
cross-encoder,PLAIN-806,MED-2506,20.32
cross-encoder,PLAIN-806,MED-3201,24.64
cross-encoder,PLAIN-806,MED-2502,16.28
cross-encoder,PLAIN-806,MED-2510,19.63
cross-encoder,PLAIN-806,MED-2513,17.86
cross-encoder,PLAIN-806,MED-2717,21.5
cross-encoder,PLAIN-806,MED-1724,25.04
cross-encoder,PLAIN-806,MED-1712,25.94
cross-encoder,PLAIN-806,MED-5033,19.81
cross-encoder,PLAIN-806,MED-4699,21.32
cross-encoder,PLAIN-806,MED-3271,17.11
cross-encoder,PLAIN-806,MED-2325,17.29
cross-encoder,PLAIN-806,MED-5335,23.0
cross-encoder,PLAIN-806,MED-4120,22.35
cross-encoder,PLAIN-806,MED-3283,21.61
cross-encoder,PLAIN-806,MED-3538,23.35
cross-encoder,PLAIN-817,MED-10,23.44
cross-encoder,PLAIN-817,MED-14,23.48
cross-encoder,PLAIN-817,MED-118,27.0
cross-encoder,PLAIN-817,MED-301,22.22
cross-encoder,PLAIN-817,MED-306,23.09
cross-encoder,PLAIN-817,MED-329,29.58
cross-encoder,PLAIN-817,MED-330,19.59
cross-encoder,PLAIN-817,MED-332,21.11
cross-encoder,PLAIN-817,MED-334,25.45
cross-encoder,PLAIN-817,MED-335,25.48
cross-encoder,PLAIN-817,MED-398,20.56
cross-encoder,PLAIN-817,MED-557,29.68
cross-encoder,PLAIN-817,MED-666,21.42
cross-encoder,PLAIN-817,MED-691,17.72
cross-encoder,PLAIN-817,MED-692,25.37
cross-encoder,PLAIN-817,MED-702,23.33
cross-encoder,PLAIN-817,MED-706,29.66
cross-encoder,PLAIN-817,MED-707,27.75
cross-encoder,PLAIN-817,MED-708,35.06
cross-encoder,PLAIN-817,MED-709,26.89
cross-encoder,PLAIN-827,MED-4391,22.91
cross-encoder,PLAIN-827,MED-2106,20.72
cross-encoder,PLAIN-827,MED-1414,9.06
cross-encoder,PLAIN-827,MED-3000,22.0
cross-encoder,PLAIN-827,MED-1605,27.28
cross-encoder,PLAIN-827,MED-1602,23.65
cross-encoder,PLAIN-827,MED-5207,16.56
cross-encoder,PLAIN-827,MED-4492,18.92
cross-encoder,PLAIN-827,MED-4194,22.4
cross-encoder,PLAIN-827,MED-4271,23.15
cross-encoder,PLAIN-827,MED-4451,21.89
cross-encoder,PLAIN-827,MED-4472,20.2
cross-encoder,PLAIN-827,MED-4470,19.5
cross-encoder,PLAIN-827,MED-4071,23.23
cross-encoder,PLAIN-827,MED-3305,18.74
cross-encoder,PLAIN-827,MED-2618,19.53
cross-encoder,PLAIN-827,MED-4482,20.46
cross-encoder,PLAIN-827,MED-5122,20.66
cross-encoder,PLAIN-827,MED-5197,24.88
cross-encoder,PLAIN-827,MED-3311,25.42
cross-encoder,PLAIN-838,MED-3502,22.06
cross-encoder,PLAIN-838,MED-3495,25.94
cross-encoder,PLAIN-838,MED-3501,31.51
cross-encoder,PLAIN-838,MED-3496,25.19
cross-encoder,PLAIN-838,MED-3500,21.03
cross-encoder,PLAIN-838,MED-3499,24.67
cross-encoder,PLAIN-838,MED-3494,24.15
cross-encoder,PLAIN-838,MED-10,17.77
cross-encoder,PLAIN-838,MED-14,22.68
cross-encoder,PLAIN-838,MED-118,27.13
cross-encoder,PLAIN-838,MED-301,20.95
cross-encoder,PLAIN-838,MED-306,25.67
cross-encoder,PLAIN-838,MED-329,24.57
cross-encoder,PLAIN-838,MED-330,21.43
cross-encoder,PLAIN-838,MED-332,22.43
cross-encoder,PLAIN-838,MED-334,25.96
cross-encoder,PLAIN-838,MED-335,24.16
cross-encoder,PLAIN-838,MED-398,24.14
cross-encoder,PLAIN-838,MED-557,27.54
cross-encoder,PLAIN-838,MED-666,18.93
cross-encoder,PLAIN-850,MED-4455,28.51
cross-encoder,PLAIN-850,MED-2064,29.78
cross-encoder,PLAIN-850,MED-2070,23.83
cross-encoder,PLAIN-850,MED-2066,25.95
cross-encoder,PLAIN-850,MED-2075,23.32
cross-encoder,PLAIN-850,MED-3199,18.85
cross-encoder,PLAIN-850,MED-2204,23.58
cross-encoder,PLAIN-850,MED-10,18.66
cross-encoder,PLAIN-850,MED-14,21.18
cross-encoder,PLAIN-850,MED-118,27.34
cross-encoder,PLAIN-850,MED-301,20.47
cross-encoder,PLAIN-850,MED-306,19.83
cross-encoder,PLAIN-850,MED-329,23.62
cross-encoder,PLAIN-850,MED-330,22.43
cross-encoder,PLAIN-850,MED-332,16.34
cross-encoder,PLAIN-850,MED-334,29.27
cross-encoder,PLAIN-850,MED-335,26.26
cross-encoder,PLAIN-850,MED-398,23.32
cross-encoder,PLAIN-850,MED-557,26.57
cross-encoder,PLAIN-850,MED-666,22.01
cross-encoder,PLAIN-872,MED-3989,29.7
cross-encoder,PLAIN-872,MED-4098,21.93
cross-encoder,PLAIN-872,MED-1291,17.12
cross-encoder,PLAIN-872,MED-3712,29.14
cross-encoder,PLAIN-872,MED-4916,27.68
cross-encoder,PLAIN-872,MED-3985,12.37
cross-encoder,PLAIN-872,MED-3991,25.72
cross-encoder,PLAIN-872,MED-1292,21.46
cross-encoder,PLAIN-872,MED-3986,29.99
cross-encoder,PLAIN-872,MED-4583,22.03
cross-encoder,PLAIN-872,MED-4165,19.95
cross-encoder,PLAIN-872,MED-5171,28.72
cross-encoder,PLAIN-872,MED-5363,22.2
cross-encoder,PLAIN-872,MED-10,22.03
cross-encoder,PLAIN-872,MED-14,17.26
cross-encoder,PLAIN-872,MED-118,23.66
cross-encoder,PLAIN-872,MED-301,24.82
cross-encoder,PLAIN-872,MED-306,20.98
cross-encoder,PLAIN-872,MED-329,18.16
cross-encoder,PLAIN-872,MED-330,23.13
cross-encoder,PLAIN-882,MED-3622,18.63
cross-encoder,PLAIN-882,MED-3632,18.03
cross-encoder,PLAIN-882,MED-10,20.6
cross-encoder,PLAIN-882,MED-14,19.45
cross-encoder,PLAIN-882,MED-118,28.22
cross-encoder,PLAIN-882,MED-301,23.93
cross-encoder,PLAIN-882,MED-306,32.76
cross-encoder,PLAIN-882,MED-329,22.8
cross-encoder,PLAIN-882,MED-330,21.7
cross-encoder,PLAIN-882,MED-332,20.23
cross-encoder,PLAIN-882,MED-334,24.01
cross-encoder,PLAIN-882,MED-335,22.02
cross-encoder,PLAIN-882,MED-398,24.05
cross-encoder,PLAIN-882,MED-557,23.1
cross-encoder,PLAIN-882,MED-666,19.55
cross-encoder,PLAIN-882,MED-691,21.77
cross-encoder,PLAIN-882,MED-692,20.23
cross-encoder,PLAIN-882,MED-702,21.46
cross-encoder,PLAIN-882,MED-706,26.19
cross-encoder,PLAIN-882,MED-707,26.86
cross-encoder,PLAIN-892,MED-3132,20.99
cross-encoder,PLAIN-892,MED-2010,18.13
cross-encoder,PLAIN-892,MED-2148,30.47
cross-encoder,PLAIN-892,MED-2008,31.35
cross-encoder,PLAIN-892,MED-4347,29.29
cross-encoder,PLAIN-892,MED-2145,25.78
cross-encoder,PLAIN-892,MED-10,23.17
cross-encoder,PLAIN-892,MED-14,19.01
cross-encoder,PLAIN-892,MED-118,24.56
cross-encoder,PLAIN-892,MED-301,23.61
cross-encoder,PLAIN-892,MED-306,21.98
cross-encoder,PLAIN-892,MED-329,21.06
cross-encoder,PLAIN-892,MED-330,23.73
cross-encoder,PLAIN-892,MED-332,16.32
cross-encoder,PLAIN-892,MED-334,19.78
cross-encoder,PLAIN-892,MED-335,24.4
cross-encoder,PLAIN-892,MED-398,19.77
cross-encoder,PLAIN-892,MED-557,23.17
cross-encoder,PLAIN-892,MED-666,23.27
cross-encoder,PLAIN-892,MED-691,20.69
cross-encoder,PLAIN-902,MED-4195,30.51
cross-encoder,PLAIN-902,MED-4197,26.26
cross-encoder,PLAIN-902,MED-4849,21.16
cross-encoder,PLAIN-902,MED-3555,23.11
cross-encoder,PLAIN-902,MED-10,19.92
cross-encoder,PLAIN-902,MED-14,21.37
cross-encoder,PLAIN-902,MED-118,23.45
cross-encoder,PLAIN-902,MED-301,19.16
cross-encoder,PLAIN-902,MED-306,29.1
cross-encoder,PLAIN-902,MED-329,22.74
cross-encoder,PLAIN-902,MED-330,20.38
cross-encoder,PLAIN-902,MED-332,21.3
cross-encoder,PLAIN-902,MED-334,23.12
cross-encoder,PLAIN-902,MED-335,27.63
cross-encoder,PLAIN-902,MED-398,25.35
cross-encoder,PLAIN-902,MED-557,29.24
cross-encoder,PLAIN-902,MED-666,20.91
cross-encoder,PLAIN-902,MED-691,19.37
cross-encoder,PLAIN-902,MED-692,18.82
cross-encoder,PLAIN-902,MED-702,22.24
cross-encoder,PLAIN-913,MED-3811,23.38
cross-encoder,PLAIN-913,MED-4416,25.95
cross-encoder,PLAIN-913,MED-4415,22.92
cross-encoder,PLAIN-913,MED-3813,30.22
cross-encoder,PLAIN-913,MED-5000,27.11
cross-encoder,PLAIN-913,MED-3812,27.63
cross-encoder,PLAIN-913,MED-4417,32.26
cross-encoder,PLAIN-913,MED-4418,24.55
cross-encoder,PLAIN-913,MED-2780,21.44
cross-encoder,PLAIN-913,MED-5084,21.24
cross-encoder,PLAIN-913,MED-1442,23.32
cross-encoder,PLAIN-913,MED-3810,20.11
cross-encoder,PLAIN-913,MED-894,20.02
cross-encoder,PLAIN-913,MED-1441,19.96
cross-encoder,PLAIN-913,MED-10,26.78
cross-encoder,PLAIN-913,MED-14,23.02
cross-encoder,PLAIN-913,MED-118,21.19
cross-encoder,PLAIN-913,MED-301,21.08
cross-encoder,PLAIN-913,MED-306,18.19
cross-encoder,PLAIN-913,MED-329,17.75
cross-encoder,PLAIN-924,MED-3044,19.72
cross-encoder,PLAIN-924,MED-10,19.08
cross-encoder,PLAIN-924,MED-14,20.19
cross-encoder,PLAIN-924,MED-118,23.58
cross-encoder,PLAIN-924,MED-301,19.7
cross-encoder,PLAIN-924,MED-306,22.87
cross-encoder,PLAIN-924,MED-329,20.56
cross-encoder,PLAIN-924,MED-330,17.32
cross-encoder,PLAIN-924,MED-332,16.8
cross-encoder,PLAIN-924,MED-334,24.53
cross-encoder,PLAIN-924,MED-335,23.04
cross-encoder,PLAIN-924,MED-398,21.79
cross-encoder,PLAIN-924,MED-557,30.92
cross-encoder,PLAIN-924,MED-666,22.62
cross-encoder,PLAIN-924,MED-691,19.91
cross-encoder,PLAIN-924,MED-692,17.75
cross-encoder,PLAIN-924,MED-702,30.42
cross-encoder,PLAIN-924,MED-706,26.71
cross-encoder,PLAIN-924,MED-707,27.9
cross-encoder,PLAIN-924,MED-708,28.39
cross-encoder,PLAIN-934,MED-1648,27.25
cross-encoder,PLAIN-934,MED-5245,21.86
cross-encoder,PLAIN-934,MED-1621,20.58
cross-encoder,PLAIN-934,MED-1649,24.79
cross-encoder,PLAIN-934,MED-1640,27.77
cross-encoder,PLAIN-934,MED-2161,26.01
cross-encoder,PLAIN-934,MED-1636,20.34
cross-encoder,PLAIN-934,MED-2159,24.87
